comment_score,percent_positive,percent_negative
195,0.10891089108910891,0.9702970297029703
194,0.20430107526881722,0.9032258064516129
193,0.14130434782608695,0.9456521739130435
192,0.15555555555555556,0.8888888888888888
191,0.21782178217821782,0.8910891089108911
190,0.3146067415730337,0.898876404494382
189,0.28421052631578947,0.9157894736842105
188,0.21428571428571427,0.9081632653061225
187,0.21367521367521367,0.9401709401709402
186,0.1590909090909091,0.9659090909090909
185,0.22522522522522523,0.9459459459459459
184,0.2037037037037037,0.8888888888888888
183,0.21495327102803738,0.9532710280373832
182,0.2828282828282828,0.9292929292929293
181,0.20408163265306123,0.8673469387755102
180,0.17272727272727273,0.9727272727272728
179,0.18478260869565216,0.9565217391304348
178,0.2,0.9
177,0.24175824175824176,0.8681318681318682
176,0.2222222222222222,0.8888888888888888
175,0.1984126984126984,0.9365079365079365
174,0.20161290322580644,0.9112903225806451
173,0.20952380952380953,0.9333333333333333
172,0.22727272727272727,0.946969696969697
171,0.10309278350515463,0.9175257731958762
170,0.17699115044247787,0.8761061946902655
169,0.1724137931034483,0.9172413793103448
168,0.16153846153846155,0.9153846153846154
167,0.2446043165467626,0.9496402877697842
166,0.20930232558139536,0.9147286821705426
165,0.20833333333333334,0.9166666666666666
164,0.24342105263157895,0.9078947368421053
163,0.27927927927927926,0.8828828828828829
162,0.17424242424242425,0.9393939393939394
161,0.18,0.9
160,0.19230769230769232,0.9384615384615385
159,0.20408163265306123,0.9251700680272109
158,0.22151898734177214,0.9240506329113924
157,0.1721311475409836,0.9098360655737705
156,0.22727272727272727,0.8409090909090909
155,0.14615384615384616,0.8923076923076924
154,0.2153846153846154,0.9307692307692308
153,0.16176470588235295,0.9264705882352942
152,0.23717948717948717,0.9038461538461539
151,0.1834319526627219,0.9230769230769231
150,0.20987654320987653,0.9074074074074074
149,0.2222222222222222,0.8830409356725146
148,0.21710526315789475,0.9342105263157895
147,0.25903614457831325,0.8975903614457831
146,0.21568627450980393,0.9215686274509803
145,0.15483870967741936,0.9548387096774194
144,0.2251655629139073,0.9271523178807947
143,0.27485380116959063,0.9239766081871345
142,0.17766497461928935,0.8984771573604061
141,0.16883116883116883,0.922077922077922
140,0.19553072625698323,0.9441340782122905
139,0.22,0.89
138,0.24581005586592178,0.9162011173184358
137,0.2222222222222222,0.9166666666666666
136,0.24242424242424243,0.8888888888888888
135,0.17777777777777778,0.9333333333333333
134,0.25116279069767444,0.9069767441860465
133,0.20441988950276244,0.9116022099447514
132,0.2,0.8933333333333333
131,0.23557692307692307,0.9230769230769231
130,0.21951219512195122,0.9219512195121952
129,0.1568627450980392,0.9117647058823529
128,0.18840579710144928,0.9516908212560387
127,0.15979381443298968,0.8969072164948454
126,0.26495726495726496,0.9188034188034188
125,0.18025751072961374,0.9098712446351931
124,0.2297872340425532,0.8893617021276595
123,0.22608695652173913,0.9173913043478261
122,0.18454935622317598,0.9570815450643777
121,0.2222222222222222,0.9316239316239316
120,0.16806722689075632,0.9663865546218487
119,0.245136186770428,0.8949416342412452
118,0.1646586345381526,0.927710843373494
117,0.21929824561403508,0.9078947368421053
116,0.24796747967479674,0.9024390243902439
115,0.22746781115879827,0.9141630901287554
114,0.26053639846743293,0.9157088122605364
113,0.15163934426229508,0.8729508196721312
112,0.22058823529411764,0.9375
111,0.16600790513833993,0.9090909090909091
110,0.17518248175182483,0.9452554744525548
109,0.23255813953488372,0.9036544850498339
108,0.22483221476510068,0.9228187919463087
107,0.23432343234323433,0.9108910891089109
106,0.24912280701754386,0.9052631578947369
105,0.20905923344947736,0.9233449477351916
104,0.1903114186851211,0.9480968858131488
103,0.20348837209302326,0.9215116279069767
102,0.21671826625386997,0.9473684210526315
101,0.19169329073482427,0.9424920127795527
100,0.18404907975460122,0.8834355828220859
99,0.21301775147928995,0.9378698224852071
98,0.19941348973607037,0.9032258064516129
97,0.17647058823529413,0.9176470588235294
96,0.2094240837696335,0.9214659685863874
95,0.18696883852691218,0.9065155807365439
94,0.21052631578947367,0.8736842105263158
93,0.21761658031088082,0.9119170984455959
92,0.22099447513812154,0.9060773480662984
91,0.20759493670886076,0.9265822784810127
90,0.1952941176470588,0.9105882352941177
89,0.20493827160493827,0.9308641975308642
88,0.18925233644859812,0.9322429906542056
87,0.20353982300884957,0.9446902654867256
86,0.20754716981132076,0.9203354297693921
85,0.19795918367346937,0.9244897959183673
84,0.201171875,0.90234375
83,0.2495049504950495,0.904950495049505
82,0.21327967806841047,0.8953722334004024
81,0.18275154004106775,0.9240246406570842
80,0.1984732824427481,0.9293893129770993
79,0.2233502538071066,0.9086294416243654
78,0.22641509433962265,0.8943396226415095
77,0.21548821548821548,0.9090909090909091
76,0.2053872053872054,0.8956228956228957
75,0.22469982847341338,0.9108061749571184
74,0.2058319039451115,0.9159519725557461
73,0.23887973640856672,0.9093904448105437
72,0.19078947368421054,0.9342105263157895
71,0.19008264462809918,0.9173553719008265
70,0.21649484536082475,0.9219440353460973
69,0.2143928035982009,0.9190404797601199
68,0.2153846153846154,0.9092307692307692
67,0.20948616600790515,0.927536231884058
66,0.16843501326259946,0.9190981432360743
65,0.2082758620689655,0.9186206896551724
64,0.2181122448979592,0.8903061224489796
63,0.2202797202797203,0.8857808857808858
62,0.19362745098039216,0.9080882352941176
61,0.20818713450292398,0.9228070175438596
60,0.17420066152149946,0.9051819184123484
59,0.1908713692946058,0.9190871369294605
58,0.21366594360086769,0.9197396963123644
57,0.20887991927346114,0.9041372351160444
56,0.21148036253776434,0.904330312185297
55,0.2323049001814882,0.9174228675136116
54,0.19615032080659944,0.9083409715857012
53,0.20257510729613734,0.896137339055794
52,0.20668953687821612,0.9108061749571184
51,0.21134868421052633,0.928453947368421
50,0.20373250388802489,0.9144634525660964
49,0.2170245398773006,0.8903374233128835
48,0.2028023598820059,0.9233038348082596
47,0.20943952802359883,0.9314159292035398
46,0.199867197875166,0.9156706507304117
45,0.23203691496374423,0.9222148978246539
44,0.20707964601769913,0.9168141592920354
43,0.22735242548217416,0.9018118059614261
42,0.20248166948674562,0.904117315284828
41,0.2084639498432602,0.9137931034482759
40,0.19860973187686196,0.9121151936444886
39,0.21029626032054397,0.9043224866440019
38,0.22431132487975514,0.90030607783122
37,0.20190229139645482,0.9169909208819714
36,0.21160130718954248,0.9044117647058824
35,0.223760092272203,0.9104190695886197
34,0.20786733513305053,0.9186270728885461
33,0.21581116523042337,0.9119520419632822
32,0.2125586430891375,0.9079754601226994
31,0.20965164589325663,0.9114733141578779
30,0.21893491124260356,0.9211045364891519
29,0.20341536916122552,0.9065796082370668
28,0.199023199023199,0.9135531135531135
27,0.21351478179258565,0.9091975598310652
26,0.2036082474226804,0.9128006872852233
25,0.21208530805687204,0.9109399684044234
24,0.20592092936106426,0.9085628630316658
23,0.2109053497942387,0.9092935528120714
22,0.21032922452800748,0.9090341706974567
21,0.20692090395480225,0.9098870056497175
20,0.21462264150943397,0.9128668763102725
19,0.21401825415399017,0.9065059677041891
18,0.2150903294367694,0.906269925611052
17,0.21360608943862988,0.904662226450999
16,0.20465717981888745,0.9111686071582579
15,0.2115399196299947,0.9054515126241565
14,0.21440753120949588,0.9057234463469541
13,0.21103721013841453,0.9048475043441788
12,0.21437125748502994,0.9048685238219214
11,0.21395932264134038,0.9073111728339754
10,0.2151284093926634,0.9053526042259399
9,0.21040984883902136,0.9068412030543868
8,0.21442495126705652,0.907498375568551
7,0.21454438885516317,0.9042933997613615
6,0.21119898663462006,0.9078227260178313
5,0.21511356565028003,0.9069306160547604
4,0.21319965304352262,0.9032093474156845
3,0.21343795637358307,0.9066737754699924
2,0.21564658599385836,0.9050854504474933
1,0.21736425019413033,0.9078373796434859
0,0.23732141872138562,0.8716641844558443
-1,0.2423256703933521,0.8632971598830058
-2,0.2510965981089775,0.8553465250024369
-3,0.2582058849834541,0.8582416599588588
-4,0.25589259075087023,0.8548980606663351
-5,0.2605105105105105,0.850975975975976
-6,0.26597938144329897,0.8593180015860428
-7,0.2612576064908722,0.8419878296146045
-8,0.26493691978100453,0.8507498214710784
-9,0.2664930555555556,0.8428819444444444
-10,0.2739678096571029,0.8407977606717985
-11,0.2781015820149875,0.8334721065778518
-12,0.25232774674115455,0.8477653631284916
-13,0.2637423653525819,0.8362021099389229
-14,0.2691358024691358,0.8555555555555555
-15,0.296113074204947,0.8303886925795053
-16,0.2792,0.852
-17,0.2573770491803279,0.8524590163934426
-18,0.2757936507936508,0.8571428571428571
-19,0.2824175824175824,0.810989010989011
-20,0.2641946697566628,0.8296639629200464
-21,0.28010825439783493,0.8254397834912043
-22,0.27927927927927926,0.8183183183183184
-23,0.31092436974789917,0.8470588235294118
-24,0.2674825174825175,0.8391608391608392
-25,0.2695167286245353,0.8364312267657993
-26,0.28820960698689957,0.8580786026200873
-27,0.3146853146853147,0.8554778554778555
-28,0.31139240506329113,0.830379746835443
-29,0.23872679045092837,0.8779840848806366
-30,0.28296703296703296,0.8379120879120879
-31,0.3137254901960784,0.8300653594771242
-32,0.28125,0.8368055555555556
-33,0.3233082706766917,0.8157894736842105
-34,0.3159851301115242,0.8141263940520446
-35,0.25793650793650796,0.8095238095238095
-36,0.2682926829268293,0.8333333333333334
-37,0.2669902912621359,0.8300970873786407
-38,0.2731707317073171,0.751219512195122
-39,0.3482587064676617,0.8557213930348259
-40,0.3005181347150259,0.8238341968911918
-41,0.2621951219512195,0.8353658536585366
-42,0.26618705035971224,0.8633093525179856
-43,0.25333333333333335,0.7866666666666666
-44,0.3333333333333333,0.7954545454545454
-45,0.2890625,0.8515625
-46,0.3511450381679389,0.7938931297709924
-47,0.2463768115942029,0.8333333333333334
-48,0.359375,0.765625
-49,0.26732673267326734,0.8514851485148515
-50,0.3181818181818182,0.8090909090909091
-51,0.28735632183908044,0.7701149425287356
-52,0.3068181818181818,0.75
-53,0.3253012048192771,0.8554216867469879
-54,0.28378378378378377,0.8108108108108109
-55,0.26582278481012656,0.8227848101265823
-56,0.2857142857142857,0.8428571428571429
-57,0.3595505617977528,0.8202247191011236
-58,0.24242424242424243,0.8939393939393939
-59,0.25396825396825395,0.7936507936507936
-60,0.25,0.875
-61,0.3125,0.84375
-62,0.3953488372093023,0.7441860465116279
-63,0.30612244897959184,0.9183673469387755
-64,0.24444444444444444,0.9111111111111111
-65,0.2830188679245283,0.8679245283018868
-66,0.2962962962962963,0.8703703703703703
-67,0.35555555555555557,0.8222222222222222
-68,0.2777777777777778,0.7222222222222222
-69,0.3111111111111111,0.8444444444444444
-70,0.16666666666666666,0.8095238095238095
-71,0.30952380952380953,0.8809523809523809
-72,0.2857142857142857,0.7714285714285715
-73,0.34375,0.6875
-74,0.21875,0.75
-75,0.39473684210526316,0.7368421052631579
-76,0.3125,0.84375
-77,0.2222222222222222,0.9259259259259259
-78,0.20689655172413793,0.9310344827586207
-79,0.42857142857142855,0.7857142857142857
-80,0.24,0.76
-81,0.22580645161290322,0.7741935483870968
-82,0.3333333333333333,0.625
-83,0.19047619047619047,0.9047619047619048
-84,0.22727272727272727,0.8181818181818182
-85,0.21428571428571427,0.8571428571428571
-86,0.3333333333333333,0.875
-87,0.2692307692307692,0.9615384615384616
-88,0.2857142857142857,0.8571428571428571
-89,0.25,0.8125
-90,0.2222222222222222,0.6111111111111112
-91,0.16666666666666666,0.8333333333333334
-92,0.23529411764705882,0.7058823529411765
-93,0.16666666666666666,1.0
-94,0.25,0.8125
-95,0.35714285714285715,0.8571428571428571
-96,0.21428571428571427,0.7857142857142857
-97,0.2777777777777778,0.8333333333333334
-98,0.375,0.8125
-99,0.3076923076923077,0.7692307692307693
-100,0.14285714285714285,0.8571428571428571
-101,0.7777777777777778,0.8888888888888888
-102,0.3333333333333333,0.6
-103,0.3333333333333333,0.6666666666666666
-104,0.2,0.7
-105,0.16666666666666666,0.8333333333333334
-106,0.3,0.9
-107,0.5,0.625
-108,0.3333333333333333,0.8333333333333334
-109,0.2,0.8
-110,0.25,0.8333333333333334
-111,0.375,0.6875
-112,0.36363636363636365,0.6363636363636364
-113,0.3333333333333333,0.5555555555555556
-114,0.2857142857142857,0.7857142857142857
-115,0.1,0.7
-116,0.14285714285714285,0.8571428571428571
-117,0.4,0.8
-118,0.4444444444444444,0.7777777777777778
-119,0.2,0.8
-120,0.3333333333333333,0.6666666666666666
-121,0.0,0.6666666666666666
-122,0.2222222222222222,1.0
-123,0.4,0.6
-124,0.5,0.0
-125,0.42857142857142855,0.8571428571428571
-126,0.42857142857142855,0.5714285714285714
-127,0.0,0.4
-128,0.2,1.0
-129,0.0,0.5
-130,0.4,0.6
-131,0.0,1.0
-132,0.16666666666666666,0.6666666666666666
-133,0.0,1.0
-134,0.3333333333333333,0.3333333333333333
-135,0.375,0.875
-136,0.2,0.8
-137,0.16666666666666666,0.6666666666666666
-138,0.2,1.0
-139,0.25,0.25
-140,0.3333333333333333,1.0
-141,0.6666666666666666,0.6666666666666666
-143,0.25,1.0
-144,0.3333333333333333,0.6666666666666666
-145,0.0,0.0
-146,0.0,0.5
-147,0.5,1.0
-148,0.5,1.0
-149,0.25,0.25
-150,0.0,0.0
-151,0.0,0.5
-152,0.5,0.5
-153,0.25,0.75
-154,0.0,1.0
-155,0.25,0.75
-156,0.3333333333333333,1.0
-157,1.0,0.0
-158,0.0,1.0
-159,0.5,0.5
-160,1.0,1.0
-161,1.0,1.0
-162,0.5,0.0
-163,0.5,1.0
-165,0.0,0.0
-166,0.6666666666666666,0.0
-167,0.0,1.0
-169,0.0,0.5
-170,1.0,0.0
-171,1.0,1.0
-172,0.0,1.0
-173,0.0,0.0
-174,0.0,1.0
-175,0.0,1.0
-177,0.0,1.0
-178,1.0,0.0
-179,0.0,1.0
-181,0.5,0.0
-182,1.0,1.0
-185,0.0,1.0
-186,1.0,1.0
-187,1.0,0.0
-188,0.0,1.0
-189,0.5,0.5
-191,0.0,1.0
-192,0.0,1.0
-193,1.0,0.0
-194,0.0,0.0
-195,1.0,1.0
-198,0.0,1.0
-199,0.0,0.0
-200,0.5,0.5
-201,0.0,1.0
-202,0.6666666666666666,1.0
-208,1.0,0.0
-209,0.0,1.0
-211,1.0,1.0
-212,0.0,0.5
-214,1.0,1.0
-215,1.0,1.0
-216,0.0,0.0
-218,0.5,0.5
-219,0.0,1.0
-220,0.0,0.5
-223,1.0,1.0
-225,1.0,1.0
-226,0.5,0.5
-228,0.0,1.0
-232,1.0,0.0
-235,1.0,1.0
-236,0.0,1.0
-243,0.0,1.0
-246,1.0,0.0
-250,0.0,1.0
-254,1.0,1.0
-256,1.0,0.0
-257,1.0,1.0
-258,0.0,1.0
-260,0.0,1.0
-262,0.0,1.0
-266,0.0,1.0
-271,1.0,0.0
-277,0.0,1.0
-286,1.0,0.0
-287,0.0,0.0
-289,0.0,1.0
-292,0.0,1.0
-295,0.0,1.0
-309,0.0,1.0
-311,0.0,1.0
-321,1.0,0.0
-350,0.0,1.0
-411,0.0,1.0
-455,1.0,0.0
